query_id,skill_type,skill_name_zh,actual_query_backend,op_domain,op_topic,source_origin,source_note,version,test_group,category,query_text,normalized_intent,condition_count,field_atoms,expression_type,time_window,unit_type,operator_type,order_variant,risk_tags,run_count,success_count,none_count,error_count,empty_count,avg_result_count,min_result_count,max_result_count,avg_latency_ms,status,risk_level,recommended_usage,notes
A1-011,astock,问财选A股,stock,wencai_query,market_cap,seed_spec,基础单字段测试,v1,A1_basic,range_field,流通市值在80亿到300亿之间,流通市值80~300亿,1,流通市值,range,static,亿元,between,standard,,0,0,0,0,0,0,0,0,0,pending,low,pending,待实测
A1-012,astock,问财选A股,stock,wencai_query,market_cap,seed_spec,基础单字段测试,v1,A1_basic,range_field,总市值在50亿到300亿之间,总市值50~300亿,1,总市值,range,static,亿元,between,standard,,0,0,0,0,0,0,0,0,0,pending,low,pending,待实测
A1-013,astock,问财选A股,stock,wencai_query,capital_flow,seed_spec,基础单字段测试,v1,A1_basic,single_field,今日主力净流入大于5000万,主力净流入>0.5亿,1,今日主力净流入,simple,today,万元,gt,standard,,0,0,0,0,0,0,0,0,0,pending,low,pending,待实测
A1-014,astock,问财选A股,stock,wencai_query,capital_flow,seed_spec,基础单字段测试,v1,A1_basic,single_field,今日主力净流入大于1亿,主力净流入>1亿,1,今日主力净流入,simple,today,亿元,gt,standard,,0,0,0,0,0,0,0,0,0,pending,low,pending,待实测
A1-015,astock,问财选A股,stock,wencai_query,capital_flow,seed_spec,基础单字段测试,v1,A1_basic,single_field,今日主力净流入为正,主力净流入>0,1,今日主力净流入,positive_only,today,定性,positive,standard,,0,0,0,0,0,0,0,0,0,pending,low,pending,待实测
A1-016,astock,问财选A股,stock,wencai_query,price_change,seed_spec,基础时间窗口测试,v1,A1_basic,time_window,近5日涨幅大于10%,近5日涨幅>10%,1,近5日涨幅,simple,5d,百分比,gt,standard,,0,0,0,0,0,0,0,0,0,pending,low,pending,待实测
A1-017,astock,问财选A股,stock,wencai_query,price_change,seed_spec,基础时间窗口测试,v1,A1_basic,time_window,近20日涨幅大于20%,近20日涨幅>20%,1,近20日涨幅,simple,20d,百分比,gt,standard,,0,0,0,0,0,0,0,0,0,pending,low,pending,待实测
A1-018,astock,问财选A股,stock,wencai_query,exclusion,seed_spec,基础排除条件测试,v1,A1_basic,exclusion,非ST，非停牌,非ST且非停牌,2,非ST|非停牌,exclusion,static,定性,exclude,standard,,0,0,0,0,0,0,0,0,0,pending,low,pending,待实测
A1-019,astock,问财选A股,stock,wencai_query,exclusion,seed_spec,基础排除条件测试,v1,A1_basic,exclusion,上市超过60天，非ST，非停牌,上市>60天且排除ST停牌,3,上市超过60天|非ST|非停牌,exclusion,static,天,multi_exclude,standard,,0,0,0,0,0,0,0,0,0,pending,low,pending,待实测
A1-020,astock,问财选A股,stock,wencai_query,ma,seed_spec,基础技术条件测试,v1,A1_basic,technical,今日收盘价大于5日均线,收盘价>MA5,1,收盘价|5日均线,compare,today,价格,gt,standard,,0,0,0,0,0,0,0,0,0,pending,low,pending,待实测
